"Module","ModuleFamily","Entity","FeatureAction","ActionKind","HttpMethod","RouteExpression","PermissionExpression","PermissionReference","EndpointFile","Line"
"PayrollModule","Payroll","Contracts","CreateContract","Workflow","POST","""/api/v1/payroll/contracts"", async (CreateContractRequest request, ISender sender) =>","PermissionList.PayrollContractPermissions.Create","PayrollContractPermissions.Create","src/Modules/PayrollModule/Payroll/Salaries/Features/Contracts/CreateContract/CreateContractEndpoint.cs","19"
"PayrollModule","Payroll","Contracts","DeleteContract","Workflow","DELETE","""/api/v1/payroll/contracts/{id}"", async (Guid id, ISender sender) =>","PermissionList.PayrollContractPermissions.Delete","PayrollContractPermissions.Delete","src/Modules/PayrollModule/Payroll/Salaries/Features/Contracts/DeleteContract/DeleteContractEndpoint.cs","9"
"PayrollModule","Payroll","Contracts","GetContractById","Workflow","GET","""/api/v1/payroll/contracts/{id}"", async (Guid id, ISender sender) =>","PermissionList.PayrollContractPermissions.View","PayrollContractPermissions.View","src/Modules/PayrollModule/Payroll/Salaries/Features/Contracts/GetContractById/GetContractByIdEndpoint.cs","17"
"PayrollModule","Payroll","Contracts","GetContractsByCompany","View/List","GET","""/api/v1/payroll/contracts/company/{companyId}"",","PermissionList.PayrollContractPermissions.View","PayrollContractPermissions.View","src/Modules/PayrollModule/Payroll/Salaries/Features/Contracts/GetContractsByCompany/GetContractsByCompanyEndpoint.cs","9"
"PayrollModule","Payroll","Contracts","UpdateContract","Workflow","PUT","""/api/v1/payroll/contracts/{id}"", async (Guid id, UpdateContractRequest request, ISender sender) =>","","","src/Modules/PayrollModule/Payroll/Salaries/Features/Contracts/UpdateContract/UpdateContractEndpoint.cs","18"
"PayrollModule","Payroll","EmployeeContracts","AssignEmployeeContract","Workflow","POST","""/api/v1/payroll/employee-contracts"", async (AssignEmployeeContractRequest request, ISender sender) =>","PermissionList.PayrollContractPermissions.Create","PayrollContractPermissions.Create","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeContracts/AssignEmployeeContract/AssignEmployeeContractEndpoint.cs","9"
"PayrollModule","Payroll","EmployeeContracts","GetEmployeeContractsByCompany","Workflow","GET","""/api/v1/payroll/employee-contracts/company/{companyId}"", async ([FromRoute] Guid companyId, [AsParameters] PaginationRequest request, ISender sender) =>","PermissionList.PayrollContractPermissions.View","PayrollContractPermissions.View","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeContracts/GetEmployeeContractsByCompany/GetEmployeeContractsByCompanyEndpoint.cs","11"
"PayrollModule","Payroll","EmployeeLoans","ApproveEmployeeLoan","Workflow","POST","""/api/v1/payroll/loans/{id}/approve"", async (Guid id, ISender sender) =>","PermissionList.PayrollLoanPermissions.Approve","PayrollLoanPermissions.Approve","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeLoans/ApproveEmployeeLoan/ApproveEmployeeLoanEndpoint.cs","9"
"PayrollModule","Payroll","EmployeeLoans","CancelEmployeeLoan","Workflow","POST","""/api/v1/payroll/loans/{id}/cancel"", async (Guid id, ISender sender) =>","PermissionList.PayrollLoanPermissions.Cancel","PayrollLoanPermissions.Cancel","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeLoans/CancelEmployeeLoan/CancelEmployeeLoanEndpoint.cs","9"
"PayrollModule","Payroll","EmployeeLoans","CreateEmployeeLoan","Workflow","POST","""/api/v1/payroll/loans"", async (CreateEmployeeLoanRequest request, ISender sender) =>","PermissionList.PayrollLoanPermissions.Create","PayrollLoanPermissions.Create","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeLoans/CreateEmployeeLoan/CreateEmployeeLoanEndpoint.cs","10"
"PayrollModule","Payroll","EmployeeLoans","GetEmployeeLoansByCompany","View/List","GET","""/api/v1/payroll/loans/company/{companyId}"",","PermissionList.PayrollLoanPermissions.View","PayrollLoanPermissions.View","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeLoans/GetEmployeeLoansByCompany/GetEmployeeLoansByCompanyEndpoint.cs","9"
"PayrollModule","Payroll","EmployeeLoans","UpdateEmployeeLoan","Workflow","PUT","""/api/v1/payroll/loans/{id}"", async (Guid id, UpdateEmployeeLoanRequest request, ISender sender) =>","PermissionList.PayrollLoanPermissions.Edit","PayrollLoanPermissions.Edit","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeLoans/UpdateEmployeeLoan/UpdateEmployeeLoanEndpoint.cs","10"
"PayrollModule","Payroll","SalaryRuns","ApproveSalaryRun","Workflow","POST","""/api/v1/payroll/salary-runs/{id}/approve"", async (Guid id, ISender sender) =>","PermissionList.SalaryRunPermissions.Approve","SalaryRunPermissions.Approve","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/ApproveSalaryRun/ApproveSalaryRunEndpoint.cs","11"
"PayrollModule","Payroll","SalaryRuns","CalculateSalaryRun","Workflow","POST","""/api/v1/payroll/salary-runs/{id}/calculate"", async (Guid id, ISender sender) =>","PermissionList.SalaryRunPermissions.Edit","SalaryRunPermissions.Edit","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/CalculateSalaryRun/CalculateSalaryRunEndpoint.cs","27"
"PayrollModule","Payroll","SalaryRuns","CommitSalaryRunsPeriod","Workflow","POST","""/api/v1/payroll/salary-runs/period/commit"", async (CommitSalaryRunsPeriodRequest request, ISender sender) =>","PermissionList.SalaryRunPermissions.Approve","SalaryRunPermissions.Approve","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/CommitSalaryRunsPeriod/CommitSalaryRunsPeriodEndpoint.cs","11"
"PayrollModule","Payroll","SalaryRuns","CreateSalaryRun","Workflow","POST","""/api/v1/payroll/salary-runs"", async (CreateSalaryRunRequest request, ISender sender) =>","PermissionList.SalaryRunPermissions.Create","SalaryRunPermissions.Create","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/CreateSalaryRun/CreateSalaryRunEndpoint.cs","16"
"PayrollModule","Payroll","SalaryRuns","GetSalaryRunById","Workflow","GET","""/api/v1/payroll/salary-runs/{id}"", async (Guid id, ISender sender) =>","PermissionList.SalaryRunPermissions.View","SalaryRunPermissions.View","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/GetSalaryRunById/GetSalaryRunByIdEndpoint.cs","24"
"PayrollModule","Payroll","SalaryRuns","GetSalaryRunsByPeriod","View/List","GET","""/api/v1/payroll/salary-runs/company/{companyId}/period"", async (","PermissionList.SalaryRunPermissions.View","SalaryRunPermissions.View","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/GetSalaryRunsByPeriod/GetSalaryRunsByPeriodEndpoint.cs","9"
"PayrollModule","Payroll","SalaryRuns","UndoSalaryRun","Workflow","POST","""/api/v1/payroll/salary-runs/{id}/undo"", async (Guid id, ISender sender) =>","PermissionList.SalaryRunPermissions.Edit","SalaryRunPermissions.Edit","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/UndoSalaryRun/UndoSalaryRunEndpoint.cs","11"
"PayrollModule","Payroll","SalaryRuns","UndoSalaryRunsPeriod","Workflow","POST","""/api/v1/payroll/salary-runs/period/undo"", async (UndoSalaryRunsPeriodRequest request, ISender sender) =>","","","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/UndoSalaryRunsPeriod/UndoSalaryRunsPeriodEndpoint.cs","11"
"Pricing","Catalog and pricing","PriceListItems","CreatePriceListItem","Workflow","POST","""/api/v1/pricing/priceListItems"", async (CreatePriceListItemRequest request, ISender sender) =>","PermissionList.PricingPermissions.Create","PricingPermissions.Create","src/Modules/Pricing/Pricing/Pricings/Features/PriceListItems/CreatePriceListItem/CreatePriceListItemEndpoint.cs","10"
"Pricing","Catalog and pricing","PriceListItems","GetPriceListItems","Workflow","GET","""/api/v1/pricing/priceLists/{priceListId}/items"", async ([FromRoute] Guid priceListId, ISender sender) =>","PermissionList.PricingPermissions.View","PricingPermissions.View","src/Modules/Pricing/Pricing/Pricings/Features/PriceListItems/GetPriceListItems/GetPriceListItemsEndpoint.cs","9"
"Pricing","Catalog and pricing","PriceListItems","UpdatePriceListItem","Workflow","PUT","""/api/v1/pricing/priceListItems"", async (UpdatePriceListItemRequest request, ISender sender) =>","PermissionList.PricingPermissions.Edit","PricingPermissions.Edit","src/Modules/Pricing/Pricing/Pricings/Features/PriceListItems/UpdatePriceListItem/UpdatePriceListItemEndpoint.cs","10"
"Pricing","Catalog and pricing","PriceLists","CreatePriceList","Workflow","POST","""/api/v1/pricing/priceLists"", async (CreatePriceListRequest request, ISender sender) =>","PermissionList.PricingPermissions.Create","PricingPermissions.Create","src/Modules/Pricing/Pricing/Pricings/Features/PriceLists/CreatePriceList/CreatePriceListEndpoint.cs","10"
"Pricing","Catalog and pricing","PriceLists","GetPriceListsByCompany","Workflow","GET","""/api/v1/pricing/priceLists/company/{companyId}"", async ([FromRoute] Guid companyId, [AsParameters] PaginationRequest request, ISender sender) =>","PermissionList.PricingPermissions.View","PricingPermissions.View","src/Modules/Pricing/Pricing/Pricings/Features/PriceLists/GetPriceListsByCompany/GetPriceListsByCompanyEndpoint.cs","9"
"Pricing","Catalog and pricing","PriceLists","UpdatePriceList","Workflow","PUT","""/api/v1/pricing/priceLists"", async (UpdatePriceListRequest request, ISender sender) =>","PermissionList.PricingPermissions.Edit","PricingPermissions.Edit","src/Modules/Pricing/Pricing/Pricings/Features/PriceLists/UpdatePriceList/UpdatePriceListEndpoint.cs","10"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Workflow","DELETE","$""{baseRoute}/{{id:guid}}"", async (Guid id, ISender sender) =>","permissions.Delete","","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs","72"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Report/Dashboard","GET","""/api/v1/procurement/dashboard"", async (Guid? companyId, ISender sender) =>","PermissionList.PurchaseOrderPermissions.Select","PurchaseOrderPermissions.Select","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs","19"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Workflow","GET","$""{baseRoute}/{{id:guid}}"", async (Guid id, ISender sender) =>","permissions.View","","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs","42"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Workflow","GET","baseRoute, async (Guid? companyId, int? pageIndex, int? pageSize, string? searchText, ISender sender) =>","permissions.View","","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs","33"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Workflow","POST","$""{baseRoute}/{{id:guid}}/{action.Route}"", async (Guid id, ISender sender) =>","action.Permission","","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs","84"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Workflow","POST","baseRoute, async (CreateProcurementDocumentRequest request, ISender sender) =>","permissions.Create","","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs","52"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Workflow","PUT","$""{baseRoute}/{{id:guid}}"", async (Guid id, UpdateProcurementDocumentRequest request, ISender sender) =>","permissions.Edit","","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs","62"
"Sales","Sales, POS, and orders","GetSalesDashboard","GetSalesDashboard","Report/Dashboard","GET","""/api/v1/sales/dashboard/company/{companyId}"", async (Guid companyId, ISender sender) =>","PermissionList.SalesOrderPermissions.ViewReports","SalesOrderPermissions.ViewReports","src/Modules/Sales/Sales/Sales/Features/GetSalesDashboard/GetSalesDashboardEndpoint.cs","9"
"Sales","Sales, POS, and orders","GetSalesOrderById","GetSalesOrderById","Workflow","GET","""/api/v1/sales/orders/{id}"", async (Guid id, ISender sender) =>","PermissionList.SalesOrderPermissions.View","SalesOrderPermissions.View","src/Modules/Sales/Sales/Sales/Features/GetSalesOrderById/GetSalesOrderByIdEndpoint.cs","9"
"Sales","Sales, POS, and orders","GetSalesOrdersByCompany","GetSalesOrdersByCompany","Workflow","GET","""/api/v1/sales/orders/company/{companyId}"", async (Guid companyId, [AsParameters] PaginationRequest request, ISender sender) =>","PermissionList.SalesOrderPermissions.View","SalesOrderPermissions.View","src/Modules/Sales/Sales/Sales/Features/GetSalesOrdersByCompany/GetSalesOrdersByCompanyEndpoint.cs","11"
"SalesOrder","Sales, POS, and orders","AddLine","AddLine","Workflow","POST","""/api/v1/SalesOrders/Order/{id}/AddLIne"",","PermissionList.SalesOrderPermissions.Create","SalesOrderPermissions.Create","src/Modules/SalesOrder/SalesOrder/Orders/Features/AddLine/AddLineEndpoint.cs","11"
"SalesOrder","Sales, POS, and orders","CancelOrder","CancelOrder","Workflow","PUT","""/api/v1/SalesOrders/Order/Cancel"", async (CancelOrderRequest request, ISender sender) =>","PermissionList.SalesOrderPermissions.Edit","SalesOrderPermissions.Edit","src/Modules/SalesOrder/SalesOrder/Orders/Features/CancelOrder/CancelOrderEndpoint.cs","9"
"SalesOrder","Sales, POS, and orders","CreateOrder","CreateOrder","Workflow","POST","""/api/v1/SalesOrders/Order"", async (CreateOrderRequest request, ISender sender) =>","PermissionList.SalesOrderPermissions.Create","SalesOrderPermissions.Create","src/Modules/SalesOrder/SalesOrder/Orders/Features/CreateOrder/CreateOrderEndPoint.cs","9"
"SalesOrder","Sales, POS, and orders","DeliverOrder","DeliverOrder","Workflow","PUT","""/api/v1/SalesOrders/Order/Deliver"", async (DeliverOrderRequest request, ISender sender) =>","PermissionList.SalesOrderPermissions.Edit","SalesOrderPermissions.Edit","src/Modules/SalesOrder/SalesOrder/Orders/Features/DeliverOrder/DeliverOrderEndPoint.cs","10"
"SalesOrder","Sales, POS, and orders","InvoiceOrder","InvoiceOrder","Workflow","PUT","""/api/v1/SalesOrder/Order/Invoice"", async (InvoiceOrderRequest request, ISender sender) =>","PermissionList.SalesOrderPermissions.Edit","SalesOrderPermissions.Edit","src/Modules/SalesOrder/SalesOrder/Orders/Features/InvoiceOrder/InvoiceOrderEndpoint.cs","11"
"SalesOrder","Sales, POS, and orders","UpdateOrder","UpdateOrder","Workflow","PUT","""/api/v1/SalesOrders/Order"", async (UpdateOrderRequest request, ISender sender) =>","PermissionList.SalesOrderPermissions.Edit","SalesOrderPermissions.Edit","src/Modules/SalesOrder/SalesOrder/Orders/Features/UpdateOrder/UpdateOrderEndPoint.cs","9"
"SuppliersModule","Suppliers","SupplierGroups","CreateSupplierGroup","Workflow","POST","""/api/v1/suppliers/supplier-group"", async (CreateSupplierGroupRequest request, ISender sender) =>","PermissionList.SupplierGroupPermissions.Create","SupplierGroupPermissions.Create","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/SupplierGroups/CreateSupplierGroup/CreateSupplierGroupEndpoint.cs","10"
"SuppliersModule","Suppliers","SupplierGroups","GetSupplierGroupById","Workflow","GET","""/api/v1/suppliers/supplier-group/{id}"", async (Guid id, ISender sender) =>","PermissionList.SupplierGroupPermissions.View","SupplierGroupPermissions.View","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/SupplierGroups/GetSupplierGroupById/GetSupplierGroupByIdEndpoint.cs","9"
"SuppliersModule","Suppliers","SupplierGroups","GetSupplierGroupsByCompanyId","Workflow","GET","""/api/v1/suppliers/supplier-group/company/{companyId}"", async ([FromRoute] Guid companyId, [FromServices] ISender sender) =>","PermissionList.SupplierGroupPermissions.View","SupplierGroupPermissions.View","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/SupplierGroups/GetSupplierGroupsByCompanyId/GetSupplierGroupsByCompanyIdEndpoint.cs","11"
"SuppliersModule","Suppliers","SupplierGroups","RemoveSupplierGroup","Workflow","DELETE","""/api/v1/suppliers/supplier-group/{id}"", async ([FromRoute] Guid id, [FromServices] ISender sender) =>","PermissionList.SupplierGroupPermissions.Delete","SupplierGroupPermissions.Delete","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/SupplierGroups/RemoveSupplierGroup/RemoveSupplierGroupEndpoint.cs","11"
"SuppliersModule","Suppliers","SupplierGroups","UpdateSupplierGroup","Workflow","PUT","""/api/v1/suppliers/supplier-group"", async (UpdateSupplierGroupRequest request, ISender sender) =>","PermissionList.SupplierGroupPermissions.Edit","SupplierGroupPermissions.Edit","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/SupplierGroups/UpdateSupplierGroup/UpdateSupplierGroupEndpoint.cs","10"
"SuppliersModule","Suppliers","Suppliers","CreateSupplier","Workflow","POST","""/api/v1/suppliers/supplier"", async (CreateSupplierRequest request, ISender sender) =>","PermissionList.SupplierPermissions.Create","SupplierPermissions.Create","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/Suppliers/CreateSupplier/CreateSupplierEndpoint.cs","10"
"SuppliersModule","Suppliers","Suppliers","GetSupplierById","Workflow","GET","""/api/v1/suppliers/supplier/{id}"", async (Guid id, ISender sender) =>","PermissionList.SupplierPermissions.View","SupplierPermissions.View","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/Suppliers/GetSupplierById/GetSupplierByIdEndpoint.cs","9"
"SuppliersModule","Suppliers","Suppliers","GetSuppliersByCompanyId","View/List","GET","""/api/v1/suppliers/supplier/company/{companyId}"",","PermissionList.SupplierPermissions.View","SupplierPermissions.View","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/Suppliers/GetSuppliersByCompanyId/GetSuppliersByCompanyIdEndpoint.cs","12"
"SuppliersModule","Suppliers","Suppliers","RemoveSupplier","Workflow","DELETE","""/api/v1/suppliers/supplier/{id}"", async ([FromRoute] Guid id, [FromServices] ISender sender) =>","PermissionList.SupplierPermissions.Delete","SupplierPermissions.Delete","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/Suppliers/RemoveSupplier/RemoveSupplierEndpoint.cs","11"
"SuppliersModule","Suppliers","Suppliers","UpdateSupplier","Workflow","PUT","""/api/v1/suppliers/supplier"", async (UpdateSupplierRequest request, ISender sender) =>","PermissionList.SupplierPermissions.Edit","SupplierPermissions.Edit","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/Suppliers/UpdateSupplier/UpdateSupplierEndpoint.cs","10"
"TaskManagement","Task management","AddTaskComment","AddTaskComment","Workflow","POST","""/api/v1/taskmanagement/tasks/{id:guid}/comments"", async (Guid id, AddTaskCommentRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.Comment","TaskManagementPermissions.Comment","src/Modules/TaskManagement/TaskManagement/Tasks/Features/AddTaskComment/AddTaskCommentEndpoint.cs","9"
"TaskManagement","Task management","ArchiveTask","ArchiveTask","Workflow","DELETE","""/api/v1/taskmanagement/tasks/{id:guid}"", async (Guid id, ISender sender) =>","PermissionList.TaskManagementPermissions.Delete","TaskManagementPermissions.Delete","src/Modules/TaskManagement/TaskManagement/Tasks/Features/ArchiveTask/ArchiveTaskEndpoint.cs","7"
"TaskManagement","Task management","AssignTask","AssignTask","Workflow","PUT","""/api/v1/taskmanagement/tasks/{id:guid}/assign"", async (Guid id, AssignTaskRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.Assign","TaskManagementPermissions.Assign","src/Modules/TaskManagement/TaskManagement/Tasks/Features/AssignTask/AssignTaskEndpoint.cs","9"
"TaskManagement","Task management","ChangeTaskStatus","ChangeTaskStatus","Workflow","PUT","""/api/v1/taskmanagement/tasks/{id:guid}/status"", async (Guid id, ChangeTaskStatusRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/ChangeTaskStatus/ChangeTaskStatusEndpoint.cs","9"
"TaskManagement","Task management","CreateTask","CreateTask","Workflow","POST","""/api/v1/taskmanagement/tasks"", async (CreateTaskRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.Create","TaskManagementPermissions.Create","src/Modules/TaskManagement/TaskManagement/Tasks/Features/CreateTask/CreateTaskEndpoint.cs","10"
"TaskManagement","Task management","DailyCheck","DailyCheck","Workflow","POST","""/api/v1/taskmanagement/tasks/my/daily-check"", async (ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/DailyCheck/RunMyTaskDailyCheckEndpoint.cs","7"
"TaskManagement","Task management","Dashboard","Dashboard","Report/Dashboard","GET","""/api/v1/taskmanagement/dashboard"", async (string? scope, Guid? departmentId, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Dashboard/GetTaskDashboardEndpoint.cs","7"
"TaskManagement","Task management","GenerateRecurringTasks","GenerateRecurringTasks","Workflow","POST","""/api/v1/taskmanagement/tasks/generate-recurring"", async (ISender sender) =>","PermissionList.TaskManagementPermissions.ManageAllTasks","TaskManagementPermissions.ManageAllTasks","src/Modules/TaskManagement/TaskManagement/Tasks/Features/GenerateRecurringTasks/GenerateRecurringTasksEndpoint.cs","7"
"TaskManagement","Task management","GetMyTasks","GetMyTasks","Workflow","GET","""/api/v1/taskmanagement/tasks/my"", async (int PageIndex, int PageSize, string? searchText, ISender sender, IHttpContextAccessor accessor) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/GetMyTasks/GetMyTasksEndpoint.cs","9"
"TaskManagement","Task management","GetTaskById","GetTaskById","Workflow","GET","""/api/v1/taskmanagement/tasks/{id:guid}"", async (Guid id, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/GetTaskById/GetTaskByIdEndpoint.cs","9"
"TaskManagement","Task management","GetTasks","GetTasks","View/List","GET","""/api/v1/taskmanagement/tasks"", async (","","","src/Modules/TaskManagement/TaskManagement/Tasks/Features/GetTasks/GetTasksEndpoint.cs","7"
"TaskManagement","Task management","MarkOverdueTasks","MarkOverdueTasks","Workflow","POST","""/api/v1/taskmanagement/tasks/mark-overdue"", async (ISender sender) =>","PermissionList.TaskManagementPermissions.ManageAllTasks","TaskManagementPermissions.ManageAllTasks","src/Modules/TaskManagement/TaskManagement/Tasks/Features/MarkOverdueTasks/MarkOverdueTasksEndpoint.cs","7"
"TaskManagement","Task management","Notifications","Notifications","Workflow","GET","""/api/v1/taskmanagement/notifications/unread-count"", async (ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Notifications/TaskNotificationsEndpoint.cs","16"
"TaskManagement","Task management","Notifications","Notifications","Workflow","GET","""/api/v1/taskmanagement/notifications"", async (bool? unreadOnly, int? PageIndex, int? PageSize, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Notifications/TaskNotificationsEndpoint.cs","7"
"TaskManagement","Task management","Notifications","Notifications","Workflow","PUT","""/api/v1/taskmanagement/notifications/read-all"", async (ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Notifications/TaskNotificationsEndpoint.cs","34"
"TaskManagement","Task management","Notifications","Notifications","Workflow","PUT","""/api/v1/taskmanagement/notifications/{id:guid}/read"", async (Guid id, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Notifications/TaskNotificationsEndpoint.cs","25"
"TaskManagement","Task management","ProcessTaskReminders","ProcessTaskReminders","Workflow","POST","""/api/v1/taskmanagement/tasks/process-reminders"", async (ISender sender) =>","PermissionList.TaskManagementPermissions.ManageAllTasks","TaskManagementPermissions.ManageAllTasks","src/Modules/TaskManagement/TaskManagement/Tasks/Features/ProcessTaskReminders/ProcessTaskRemindersEndpoint.cs","7"
"TaskManagement","Task management","Reports","Reports","Report/Dashboard","GET","""/api/v1/taskmanagement/reports/department-performance"", async (","PermissionList.TaskManagementPermissions.ViewReports","TaskManagementPermissions.ViewReports","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Reports/GetTaskReportsEndpoint.cs","39"
"TaskManagement","Task management","Reports","Reports","Report/Dashboard","GET","""/api/v1/taskmanagement/reports/employee-productivity"", async (","PermissionList.TaskManagementPermissions.ViewReports","TaskManagementPermissions.ViewReports","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Reports/GetTaskReportsEndpoint.cs","24"
"TaskManagement","Task management","Reports","Reports","Report/Dashboard","GET","""/api/v1/taskmanagement/reports/summary"", async (","PermissionList.TaskManagementPermissions.ViewReports","TaskManagementPermissions.ViewReports","src/Modules/TaskManagement/TaskManagement/Tasks/Features/Reports/GetTaskReportsEndpoint.cs","7"
"TaskManagement","Task management","TaskActions","TaskActions","Workflow","DELETE","""/api/v1/taskmanagement/tasks/{taskId:guid}/actions/{actionId:guid}"", async (Guid taskId, Guid actionId, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/TaskActions/TaskActionsEndpoint.cs","43"
"TaskManagement","Task management","TaskActions","TaskActions","Workflow","POST","""/api/v1/taskmanagement/tasks/{taskId:guid}/actions"", async (Guid taskId, CreateTaskActionRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/TaskActions/TaskActionsEndpoint.cs","11"
"TaskManagement","Task management","TaskActions","TaskActions","Workflow","PUT","""/api/v1/taskmanagement/tasks/{taskId:guid}/actions/{actionId:guid}/completion"", async (Guid taskId, Guid actionId, ToggleTaskActionCompletionRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/TaskActions/TaskActionsEndpoint.cs","32"
"TaskManagement","Task management","TaskActions","TaskActions","Workflow","PUT","""/api/v1/taskmanagement/tasks/{taskId:guid}/actions/{actionId:guid}"", async (Guid taskId, Guid actionId, UpdateTaskActionRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","src/Modules/TaskManagement/TaskManagement/Tasks/Features/TaskActions/TaskActionsEndpoint.cs","21"
"TaskManagement","Task management","UpdateTask","UpdateTask","Workflow","PUT","""/api/v1/taskmanagement/tasks"", async (UpdateTaskRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.Edit","TaskManagementPermissions.Edit","src/Modules/TaskManagement/TaskManagement/Tasks/Features/UpdateTask/UpdateTaskEndpoint.cs","9"
"TaskManagement","Task management","UpdateTaskProgress","UpdateTaskProgress","Workflow","PUT","""/api/v1/taskmanagement/tasks/{id:guid}/progress"", async (Guid id, UpdateTaskProgressRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.Comment","TaskManagementPermissions.Comment","src/Modules/TaskManagement/TaskManagement/Tasks/Features/UpdateTaskProgress/UpdateTaskProgressEndpoint.cs","9"
"TaskManagement","Task management","UploadTaskAttachment","UploadTaskAttachment","Workflow","POST","""/api/v1/taskmanagement/tasks/{id:guid}/attachments"", async (Guid id, IFormFile file, ISender sender) =>","PermissionList.TaskManagementPermissions.Comment","TaskManagementPermissions.Comment","src/Modules/TaskManagement/TaskManagement/Tasks/Features/UploadTaskAttachment/UploadTaskAttachmentEndpoint.cs","7"
